time_stamp,tweet_text,url,user_id,user_name,user_screen_name,user_bio,user_location
2019-09-12 23:59:56,"RT @CahnLawNY: Before live blogging the #DemocraticDebate, a few points to avoid predictable arguments:
1: I haven't decided who I'm voting…",[],403118869,Susan Evans ◼️◼️◼️◼️◼️◼️,SusanKHeflin,"Mother of 4, Grandmother of 3. Avid reader. Loves Sweepstakes. I support #TheResistance 🚫No Lists🚫",
2019-09-12 23:59:56,"The City of Miramar is having their budget planning hearing tonight, debate night. 🤷🏿‍♂️🤷‍♀️🏻

Why

#itsrighthereinmiramar really?
#DemocraticDebate 
#Miramar https://t.co/ma3DP6GqoI",[],608821628,Miramar FL,floridamiramar,🤝Supporting citizens of Miramar FL #ourmiramar  #citizenaccount Supporter of #grabyourwallet #marchforourlives #neveragain  Here to stand up for human rights,"Miramar, FL"
2019-09-12 23:59:56,"RT @LostDiva: #WIthTheseHands! #Bernie2020 #DemDebate #DemocraticDebate #DemDebate3

Amid Biden’s gaffes and Warren’s surging, Bernie could…",[],65623919,Paris Tirone,LadyRaynbow,"#AdamLambert #Glambert #Queenbert Artisan, reader/writer, educator, healer, gardener, publisher #OurRevolution #FeelTheBern #Resist  #NeverthelessShePersisted","Philomath, OR"
2019-09-12 23:59:55,RT @joelpollak: My @BreitbartNews colleague @kristina_wong questions the wisdom of @ABC serving Mexican food to 500 journalists who are abo…,[],853654222323073024,=Orange=,LynwoodTalks,"I'm not 𝒓𝒆𝒂𝒍𝒍𝒚 orange, you know. Mainly news threads from great writers. Always Smart, Often Clever. Usually ignores stupidity.",
2019-09-12 23:59:55,"We're live tweeting the #DemocraticDebate tonight, and first off, here's a reminder of where all the candidates stand on reparations. Let's see if they talk about that at #HBCU Texas Southern https://t.co/q0B3WDiwsU","[{'url': 'https://t.co/q0B3WDiwsU', 'expanded_url': 'https://newsone.com/playlist/2020-presidential-candidates-reparations/', 'display_url': 'newsone.com/playlist/2020-…', 'indices': [192, 215]}]",18197668,NewsOne,newsone,Connected: Socially. Politically. Culturally.  #TheOneStory:  https://t.co/QOHa6BCvdE,"New York, NY"
2019-09-12 23:59:55,Oh shit We Are Back Again👇Lol 🤣 Lets Do It #DemocratDebate #DemocraticDebate #DemDebate https://t.co/P131VXNcCg,[],1905278516,JoeyMichael 🇺🇸,JoeyMikkael,"ProudNative #Texan !USAF Veteran Producer/Dj/Writer/Surfer/ Entrepreneur/Promoter,RTs dont=endorsments business inquires contact Joeymikkael@gmail.com",California
2019-09-12 23:59:54,RT @DananaMama: Nothing like “ Green Peace “ tooting their “ I can shut down anything I want horn 😈 Causing major problems at Hartman Bridg…,[],822923885108690944,🇺🇸KeepAmericaGreat🇺🇸,debk2020,🇺🇸 #Trump2020 #MAGA #AmericaFirst #BuildtheWall #DraintheSwamp #TrumpTrain  #KAG #DEPLORABLES🇺🇸                              ♥️Love my Husband of 34 yrs♥️,"New England, USA"
2019-09-12 23:59:54,"#DemocraticDebate night, #YangGang all day",[],50512161,Marley Q,Marley_Q,"Father, Independent thinker, engaged, financial acctg analyst, believer of diversity of thoughts and opinions, A JUDGMENTAL EYE IS BLIND. (PSN: quinton21st)","Indianapolis, IN"
2019-09-12 23:59:53,SUBTLE TUSLI DIG UGH. I hope someone just puts the nail in the coffin for the Kopmala campaign #DemocraticDebate #DemDebate,[],1162859150658953216,Your Opinion is Wrong!,YOIWRONGcast,"Discussing Politics to pop culture and everything in between! I give it a year until twitter cancels me. Hosted by @thericanchef. 

https://t.co/JfKkswNGlv","New York, NY"
2019-09-12 23:59:53,"Yes, I’m watching the #DemocraticDebate, but this time I’m bringing popcorn. 🍿",[],980953521414524933,dr6758 🇨🇦,93_benb,"Just some person looking for truth, meaning and fun. Jewish Canadian of Mexican heritage. 🇨🇦","Ontario, CA"
2019-09-12 23:59:53,Houston Democratic debate: Live updates #DemDebate #DemocraticDebate https://t.co/1iGZ0nxgjH,"[{'url': 'https://t.co/1iGZ0nxgjH', 'expanded_url': 'https://trib.al/iIo6QIE', 'display_url': 'trib.al/iIo6QIE', 'indices': [69, 92]}]",16477702,syracuse.com,syracusedotcom,"We bring you the best in local and statewide news, sports and more.","Syracuse, NY"
2019-09-12 23:59:52,All buckled in for tonight's #DemocraticDebate. Can't wait to see if @AndrewYang's big surprise is so huge it makes @BetoORourke drop an f-bomb!,[],309740877,Neal McCluskey,NealMcCluskey,"Director of the Cato Institute's Center for Educational Freedom. My views, of course, are my own, especially when talkin' #grilling, #BBQ, or the #Hoyas!","Washington, DC"
2019-09-12 23:59:52,"So, I created a bingo card for tonight's #DemocraticDebate. I made it simple, because they're probably not going much past these topics. Enjoy your easy wins! 🤓 #DemDebate #ThursdayThoughts https://t.co/3xAJNtEjzE",[],703159573411028992,KᴇʟʟKᴇʟʟ™ Kиøттαвøт👌🏻,TeamHudson11,"Idiot Wrangler, #ExDem before #WalkAway was cool. ❣️#AmericaFirst #BuildTheDamnWall Trying to keep the faith. #Trump2020✴️LEFTIES GONNA LEFT® 💅🏻 Plz #NoTrains",Arizona
2019-09-12 23:59:51,Can’t wait to be disappointed again! #DemocraticDebate,[],3301688358,AB,Abhisingh183,Hypocrite.,"Los Angeles, CA"
2019-09-12 23:59:51,"RT @nowthisnews: It’s 8 pm ET and we’re counting down the seconds ’til the third #DemocraticDebate begins
￼
Follow along as we live-tweet t…",[],174844539,Chinktronic,SirRoman_,Onika follows,Hidden leaf village 
2019-09-12 23:59:50,RT @Vanessa21335037: #MyYangStory is that @AndrewYang has made a movement on unconditional love for your fellow citizens because we are al…,[],758960446669860868,Tahlula Park,TahlulaPark,#Humanityfirst #AndrewYang #ElonforYang #YangGang #SaidaboutYang #Freedomdividend #Yang2020 #ISupportYang #YangGang #Yangsclimateplan #MyYangStory,
2019-09-12 23:59:50,"As President, Bernie Sanders Will Avert Climate Catastrophe and Create 20 Million Jobs
 #DemocraticDebate https://t.co/NIZkFqZWly","[{'url': 'https://t.co/NIZkFqZWly', 'expanded_url': 'https://berniesanders.com/issues/green-new-deal/', 'display_url': 'berniesanders.com/issues/green-n…', 'indices': [106, 129]}]",1580511860,Jehane,Jehane94,"Caregiver, Mom, Researcher, Socialist, Genealogist, invisible disabilities-ℹ descendant of mountain medicine woman  she/her",Cat Island
2019-09-12 23:59:50,Toss up ... #DemocraticDebate or #FirstDebate?,[],1633337833,Emily Ferguson,eco_emily,"Mom, Co-founder of @KingstonClimate, Environmental Educator & @ClimateReality Leader (Chicago 2013, Pittsburgh 2017) #Energy #Climate #Ocean",Anthropocene
2019-09-12 23:59:50,"The Democratic party should really look into having non journalists/ TV personalities host the debates. The first 2 debates were a hosting disaster and I'm pretty sure this one won't be that different. 

#DemocraticDebate #DemDebate",[],28957872,gswaggroom,groombz09,"If even after knowing me for a while, you think you can't figure me out-don't blame yourself, I am just complicated.","Maryland, USA"
2019-09-12 23:59:50,RT @shoe0nhead: gettin ready for the #DemocraticDebate https://t.co/3i532SsXgF,[],3296494765,Brandon Mize,BrandonPMize,"If you get annoyed by political tweets, I am NOT the guy to follow.","Fort Lauderdale, F"
2019-09-12 23:59:49,Dinner. WINE. And #DemocraticDebate. Let’s see how @ewarren does (guessing well). Curious about @KamalaHarris and @PeteButtigieg performances as well.,[],993831704,Brian,bpmoynihan,"A Boston-based workaholic, gymaholic and lover of pop culture and judging.","Boston, MA"
2019-09-12 23:59:49,"#Willyoutakecareofme?
#Willyousolvemyproblems?

There's your problem with #Democrats. The Government is #parent, #god, #savior. #DemocraticDebate",[],1090466042,JMHendersonSr❌,JMHendersonSr,"@ACLJ: ""Leading religious liberties attorney in US""
Supreme Court attorney. Society of Constitutional Raconteurs.
Retweets = Retweets
https://t.co/oDWC4Izi1r",Far from the Madding Crowd
2019-09-12 23:59:49,RT @nerobayarea: @ninaturner 👏 Yes 👏 yes 👏 hell yes. ❤️ #BernieBeatsTrump #DemDebate #DemocraticDebate https://t.co/zW789wWQG6,[],860674086,Joe blow,JoeBlowLA,,
2019-09-12 23:59:49,"RT @JackieTodd411: @scrowder Okay ready🍷🍷🍷🍷🍷🍷🍷🍷
#CrowderDebateStream
#DemocraticDebate https://t.co/BYpyosLSol",[],23765391,🐸 gab.ai 🐸,bitsy423,"Just because I tweet something doesn't always mean I agree with it! #Conservative, #Republican, #Libertarian, somewhere in between! Always an American!!! #MAGA",USA
2019-09-12 23:59:49,I assume I can skip first 10 minutes while ABC does some obnoxious patriotic display.  #DemocraticDebate,[],24521540,ArrestTrumpNow3,ArrestTrumpNow3,#Resist,
2019-09-12 23:59:49,GO BERNIE! #DemocraticDebate,[],1169441543695949824,OldLadyforBernie,OldLady79466939,"Quit twitter after 2016 Now back to support #Bernie2020
#StillSanders #NotMeUs","Gladstone, Oregon"
2019-09-12 23:59:49,"RT @KyleKulinski: Turned on ABC News and the first thing I hear is ""this debate is not about policy specifics, it's about energy"". These id…",[],1152477231916244993,Mackenzie ❤'s Bernie,MackenzieHaas1,"🌹Stay at Home Mom, Wife, Humanist, #Bernie2020 #NotMeUs 💙💜",
2019-09-12 23:59:48,This is AWESOME! 🤩🤩🤩 #AFTvotes #DemDebate #DemDebate3 #DemocraticDebate #Election2020 https://t.co/zZkdRDfO25,"[{'url': 'https://t.co/zZkdRDfO25', 'expanded_url': 'https://twitter.com/cgauronskas/status/1172296871764606976', 'display_url': 'twitter.com/cgauronskas/st…', 'indices': [86, 109]}]",45573874,AFT,AFTunion,"We're 1.7 million teachers, paraprofessionals/school-related personnel, higher ed faculty, gov't employees, & healthcare workers making a difference every day.","Washington, DC"
2019-09-12 23:59:48,"RT @WordswithSteph: #DemDebateTSU FBR Party!

Let’s connect &amp; support our Dems!
What issues are you most eager to hear debated?

BIDEN 
WAR…",[],810116285992312833,Rick's Shadow,rickonguam,"Family Man, Patriot, Marine Corps Veteran, it's ok to kneel, I won't answer a census citizenship question. #WWR  #Resist #FBR #PRU #420","Arizona, USA"
2019-09-12 23:59:48,RT @adamslily: The heroes of the gun violence debate are the families who pour their heart and soul into this fight after experiencing some…,[],829844315115503617,Rashmi #KHive #TeamPelosi,KHiveRashmi,#KHive #Kamala2020 #TeamPelosi #OnwardTogether #StillWithHer,
2019-09-12 23:59:47,"RT @PatTheBerner: 🔥#DemocraticDebate 🔥
Nina Turner cuts to the chase. Without a movement, we'll never get the big things done like Medicare…",[],2207547770,Karen Breslin,keekerdeekers,,
2019-09-12 23:59:47,"ABC News hosts are saying democrats don't want infighting. This is a fucking primary. ""infighting"" is the entire point! We hash out differences and pick the candidate we like best. All of these hosts are pathetic. #DemocraticDebate",[],143104075,Secular Talk,KyleKulinski,🌹 Host of The Kyle Kulinski Show | Over half a billion YouTube views | Populist Left 🌹,New York
2019-09-12 23:59:47,"RT @realRyanJensen: If a Democrat is elected to the Presidency in 2020, do you think they will solve the illegal immigration problem on our…",[],1160327278062186496,BulaSilver40,BSilver40,Created by GOD,
2019-09-12 23:59:46,"RT @DaniLourem: #MyYangStory #ISupportYang
I'm bipolar and work makes me want to end my life. I do not qualify for disability because I mak…",[],1165722441223741443,UBI_For_The_UK,ubi_uk,A shadowy cabal of British NEETS and Boomers using MS Paint to create dank may-mays in the service of humanity. #YangGang,
2019-09-12 23:59:46,#DemocraticDebate Let's goooooo!,[],69163888,Thomas Hamilton,soccerteh,I started using my Twitter again because of Critical Role.,
2019-09-12 23:59:46,"RT @StatusCoup: .@BernieSanders Needs to FIGURATIVELY hit ""middle class"" @JoeBiden at tonight's #DemocraticDebate on NAFTA, TPP, Glass-Stea…",[],31334625,ɯnoʎǝs ǝɹǝɯǝs,semereseyoum,,
2019-09-12 23:59:46,RT @CalebPauls: This is #MyYangStory Been following @scottsantens for a couple of years when I started to understand the jobs we were train…,[],758960446669860868,Tahlula Park,TahlulaPark,#Humanityfirst #AndrewYang #ElonforYang #YangGang #SaidaboutYang #Freedomdividend #Yang2020 #ISupportYang #YangGang #Yangsclimateplan #MyYangStory,
2019-09-12 23:59:45,RT @JulianCastro: Bringing my understudy to the #DemocraticDebate https://t.co/xrujBWstsp,[],4741886240,mathlete,brivizzle,Focused on dismantling the fossil fuel industry that is setting the world on fire for the short term profit of a small capitalist class #GreenNewDeal,
2019-09-12 23:59:44,I lost my remote control and I might have to watch this debate.   A brother just wanted to watch the 6pm news.   #DemocraticDebate,[],2314734806,Larry,c_dot6ft2,Larry. This was my throwaway account. Other one got suspended. Occasional bbq pics.,"Texas, USA"
2019-09-12 23:59:44,"RT @AllOnMedicare: Me: Where can I get a flu shot? 

@AnthemInc: ""Please know that we are still researching this matter. We will be sending…",[],707758978,Paul Knox #MedicareForAll,popsknox,"curiouser and curiouser, admire smart people who know more than I do, which is a big list...father, Teamster,Egalitarian #MedicareForAll","Philadelphia, PA "
2019-09-12 23:59:43,"RT @girlsreallyrule: Who's gonna watch the #DemocraticDebate with me tonite? You can watch it live, online here: https://t.co/ToUiKgbhtc","[{'url': 'https://t.co/ToUiKgbhtc', 'expanded_url': 'https://www.youtube.com/watch?v=2UWVO0Trd1c', 'display_url': 'youtube.com/watch?v=2UWVO0…', 'indices': [113, 136]}]",22518618,someone that cares,sunpeople5,..and in the end all that matters is how you treated all living things! #noshortattentionspan #TrumpsConsentrationCamps,
2019-09-12 23:59:43,Thank god we finally have these people on the same stage for now. #DemocraticDebate,[],18560383,Michael Navarro,corg1_k1ng,"25/Utah. My patronus is an Atlanta Falcon. Sad, but proud Evertonian. I really like Nintendo.","Layton, UT"
2019-09-12 23:59:43,"One of the @ABCnews commentators just came dangerously close to saying ""money shot"" on live television. 

This does not bode well. #democraticdebate",[],63337810,Allegedly Chris Pruett,HighKeeba,Creatively wasting my time for over 50 years now...,"ÜT: 37.98043,-87.58813"
2019-09-12 23:59:43,"Who is watching the debate tonight with me?

#DemocraticDebate #DemDebate #DemDebate3",[],33923864,Sharon Gelman 🌊,sharongelman,Writer|Editor|Producer|Activist: 200 Women. Mandela's Favorite Folktales. @ANSAfrica. #resist #impeach #socialjustice #antiracism #AnyoneButTrump2020,The quickly heating earth
2019-09-12 23:59:43,@John_G_Athon Nothing compared to the capital flight related to a 2% wealth tax.  Go long fine art and SEA farmland.  #DemocraticDebate,[],1112703620087234562,daniel schiller,dschiller713,"Real estate, wine, politics and occasional dabbler in oil and gas / interesting projects.","Houston, TX"
2019-09-12 23:59:42,"RT @KyleKulinski: Turned on ABC News and the first thing I hear is ""this debate is not about policy specifics, it's about energy"". These id…",[],803610646046711809,Brandon Frost #Bernie2020 🌹,AstralFrost1,Doing what I can to help make Bernie Sanders the next President of the United States! #Bernie2020 #FeelTheBern,
2019-09-12 23:59:42,"RT @thor_benson: Friend: What are you up to tonight?

Me: I'm gonna grab a six-pack and watch Elizabeth Warren beat the crap out of Joe Bid…",[],1658914254,Kat,637KatRo,"Did I say I watch a lot of News?? #NeverTrump, Cat lover, Summer gardener, Happy cook, vocalist and I enjoy Queen of the South, Yellowstone!",United States
2019-09-12 23:59:41,"RT @IStandWithIlhan: Who do politically-correct coastal, liberal elites out of touch with regular Americans love the mostest?

#DemocraticD…",[],3284974008,"Hello, my name is Human ♻️",angloshok,"#EnoughIsEnough #BreakThe2PartyTrap #ItsInOurHands
#NotMeUs
#DamnedFacts
#NoMiddleGround
#BernieOrBust
#NoMoreWars
#HandsOffVenezuela
#FreeAssange
#YellowVest",Metro Detroit
2019-09-12 23:59:41,"RT @vdare: It's going to be between 2.5 and 3 hours ☠️

#DemocraticDebate https://t.co/8vQTdB3Jsq","[{'url': 'https://t.co/8vQTdB3Jsq', 'expanded_url': 'https://twitter.com/JimmyJohnson911/status/1172298298104745984', 'display_url': 'twitter.com/JimmyJohnson91…', 'indices': [74, 97]}]",1148694103733035008,AmericanPride,America03050345,,
2019-09-12 23:59:41,"At 70+ years old there's only so much fuel you can put in the tank, especially with all that mileage #DemocraticDebate",[],1121494584960405505,The Deja View,ViewDeja,Let's talk politics,
2019-09-12 23:59:41,"RT @maramcewin: This is how democracy is done

Pelosi has always been very clear. The process &amp; the rules of legislation must be followed.…",[],2396738862,Connie Rodebaugh,connie_rodeconn,"retired Radiologic Technologist, specialty CT and a proud LIBERAL that voted Hillary 4 times!🗽🏊‍♂️🌊🍺🚤🏝⚖️ #resist #NeverBernie #NoOneIsAboveTheLaw","Sugar Land, TX"
2019-09-12 23:59:41,"#DemocraticDebate. ABC commentary before the debate is absolute trash.

""Why are young voters supporting candidates in their 70's?""

Ahh, because we're smart enough to sense who will fight for our interests not just who looks like us",[],463687483,Devin Michael Epstein,theDevinEpstein,Writer; Progressive; Conditional Pacifist; Anti-Zionist; Atheist; Humanist,
2019-09-12 23:59:40,"RT @demandprogress: Ahead of tonight's #DemocraticDebate, a coalition of major netroots groups is calling on all 2020 presidential candidat…",[],188133381,Danielle Vyas,DSandraVyas,Mother. Lover. Sister. Daughter. Cultural Deviant. Poet. Artist. Aspiring Activist ~ *Intuitive Tarot Counselor for over 20 years~* TaureanDevi Tarot,"Massachusetts, USA"
2019-09-12 23:59:40,"RT @KyleKulinski: Turned on ABC News and the first thing I hear is ""this debate is not about policy specifics, it's about energy"". These id…",[],54754369,Cassandra Calloway,ebonyg1,,California
2019-09-12 23:59:39,RT @shaunarrichards: I’d really love for Marianne Williamson to live tweet everyone’s auras as they walk out on stage. #DemDebate #Democrat…,[],1686601106,Amanda Helen,midnightime23,Vice President and CCO of @superkickFNDN (disclaimer: all views are my own & do not represent any brand nor company I may work for/with),"Vanaheim, Hanging by a Moment"
2019-09-12 23:59:39,"The ""leaders"" don't have fuel.. they are ready for bed. #DemocraticDebate",[],102097838,TLCollins,collinstl,"Overeducated, video game playing, cat lady.
#yanggang #humanityfirst",USA
2019-09-12 23:59:39,"RT @joelpollak: Hmm... no trash cans or recycling bins, perhaps for safety reasons, so security at ⁦@TexasSouthern⁩ are just tossing plasti…",[],1146470379030028289,CoffeyJPC 🇺🇸,JpcCoffey,Historian. Author. Professor. #MAGA,
2019-09-12 23:59:39,"RT @hrtablaze: I don't need to watch the #DemocraticDebate to give you a recap. Pretty much goes like this : 

Open borders for illegals,…",[],1070915999782789121,Montanon,Montanon7,"🇺🇸🇺🇸🇺🇸🇺🇸Love my Family, Love my Dog, Love my Friends, Love my President, Love my Country, Love our Military..... Love my Q!🇺🇸🇺🇸🇺🇸🇺🇸",
2019-09-12 23:59:39,RT @adamcbest: One thing I don’t want to hear from any candidate in tonight’s #DemocraticDebate is delusional nonsense about how as preside…,[],1164646849514356736,Beno Lars,LarsBeno,"Progressive Student Veteran. 
Amateur Storyteller. He/Him. I speak GIF.

Let's work together to get back to a place where we can all agree on facts.","Arizona, USA"
2019-09-12 23:59:39,"RT @EarlOfEnough: #ThursdayThoughts ...

Ten people standing on a stage trying to get a word in edgewise isn't a #DemocraticDebate it's a T…",[],45119851,Resistance Fighter,gamefish42,“Patriotism means to stand by the country. It does not mean to stand by the president or any other public official.”~Theodore Roosevelt,
2019-09-12 23:59:38,Warren &amp; Bernie are within reach of taking the lead. #DemocraticDebate #DemDebate https://t.co/hmC3gKBXFL,[],711901554912026624,Neon Flying Squid,neonflyingsquid,He/him/his. Eats fascists and the leisure class. Blocked by Pope Benedict XVI. Tweeting from a den of iniquity:,"Utah, USA"
2019-09-12 23:59:38,I can't believe they are still quoting Swalwell lmao #DemocraticDebate,[],940389171620909062,Paula,paulamccorreia,Wannabe activist and Hamilton enthusiast.,
2019-09-12 23:59:38,Why do the commentators present like it’s a sports broadcast? #DemocraticDebate #2020,[],4035806414,Ryan T,rtymony79,Co-host of Colored Commentary and trying to do better every day.,"Seattle, WA"
2019-09-12 23:59:38,"RT @BookCd: Matt Dowd: ideology doesn't' matter

Rahm Emanuel: (why the fuck is he here?) 

Heidi Heitkamp: ideas aren't going to win again…",[],1443817514,SammyG,sgl246,C-ville🌃 Xavier Univ. Democratic Socialist 🌹 #EndWarInYemen 🌺 #EndAllWars 🌍 #GreenNewDeal #Bernie2020 🌹 #Tulsi2020 🔮,"Cincinnati, OH"
2019-09-12 23:59:38,"Wheel of Fortune is very poetic before the debate. You don’t know what’s going on, but you have a dreadful feeling you’re going to lose. #DemocraticDebate",[],407015180,Chloe,chloewithoutak,coffee and politics and music and bad grammar,
2019-09-12 23:59:38,RT @joelpollak: Trump campaign banner flies over #DemocraticDebate at ⁦@TexasSouthern⁩: “Socialism will kill Houston’s economy! Vote Trump…,[],858934477,Bonnie Moreland,moreland_g,,
2019-09-12 23:59:38,"@patriotic_giant I’ll give you $140k if you vote for me to run as the Democratic nominee send tweet. 

-Amy Klobuchar probably

#DemocraticDebate",[],841854621249376258,Real Illinois GOP; survived twiter jail,RickCurtiss2,Choose Greatness.  Self government requires self discipline. Amateur Rock Thrower! Give me Liberty or give me death. Environmentalism is the new Socialism. ⚔️,Chicago il
2019-09-12 23:59:37,"RT @hrtablaze: I don't need to watch the #DemocraticDebate to give you a recap. Pretty much goes like this : 

Open borders for illegals,…",[],2202358902,JackieC303,JackieMC98,#MAGA #TRUMP2020 #Military #Veterans #BuildTheWall,"Colorado, USA"
2019-09-12 23:59:37,I rather watch Water Boil or Paint dry.  #DemocraticDebate https://t.co/7FlqK1zSY9,[],706284645676146689,Kayla Rae Lubomski,KaylaColgan,Everything Hello Kitty to Scott Baio 80’s. #MAGA. And Catholic.. I got followed by @ScottBaio. and 😍😍😂😂❤️❤️ Follow me on Instagram.,Long Island
2019-09-12 23:59:37,"RT @w_terrence: At the #DemocraticDebate they will be talking about banning Double Cheese Burgers &amp; Fries!

I NEED EVERY AMERICAN TO HELP M…",[],529586717,karen rickard⭐⭐⭐,lyineyes57,Suspended by #Jack and his Immigrants because I called Ca1r a Terror1st org.  FU #Jack,
2019-09-12 23:59:36,RT @bourgeoisalien: Every single ABC commentator is a neoliberal hack. Not one progressive #DemocraticDebate,[],4869905412,berningman2020,berningman16,"This country has socialism for the rich, rugged individualism for the poor. - Rev. Martin Luther King, Jr.  #Bernie2020 #AnchorUnion ⚓️ #UnionStrong","San Francisco, CA"
2019-09-12 23:59:36,2 min warning #DemocraticDebate #DemDebate3 #BeatTrump https://t.co/r7u0L4TUFO,[],229665860,Maysoon,maysoonzayid,"Haj Musa Zaid's daughter, Lucy's mom. #CDKO #ArabTwitter @GeneralHospital Hate the tweet not the typo. RTs are not endorsements 1/2 of 'em are insulting me 💃🏿",
2019-09-12 23:59:36,"RT @w_terrence: At the #DemocraticDebate they will be talking about banning Double Cheese Burgers &amp; Fries!

I NEED EVERY AMERICAN TO HELP M…",[],74304622,Joseph Jackson,heatmanjoe,God Family country. USA 🇺🇸That's it.,Maine USA
2019-09-12 23:59:35,"RT @scrowder: BREAKING: Beto spotted arriving at #DemocraticDebate!

#CrowderDebateStream https://t.co/A6RdWvVeJy",[],2602686098,ICKYZ Bear Arms 🐻💪🏼💪🏼,ICKYZ0,Half Russian Half Mexican all American. watch #LwC join #mugclub #unBEARables 🐻,YOUR MOMS HOUSE
2019-09-12 23:59:35,"The top 2020 Democratic presidential candidates are finally on the same stage. 

Watch the #DemocraticDebate: https://t.co/QQ8kx2fbae","[{'url': 'https://t.co/QQ8kx2fbae', 'expanded_url': 'http://bit.ly/2O2iBMv', 'display_url': 'bit.ly/2O2iBMv', 'indices': [110, 133]}]",33517296,WSYX ABC 6,wsyx6,"News, weather, and traffic from Central Ohio and beyond! https://t.co/YfvYyxiwHl Breaking News Tips Call 614-481-6659","Columbus, OH"
